First Name,Last Name,Gender,Team,Status,Car,Nationality,DOB,Traits,Fame,Scouting Level,Weight,Wages,Contract End,Contract Start,Qualifying Bonus Amount,Qualifying Bonus Position,Race Bonus Amount,Race Bonus Position,Champion Bonus,Pay Driver,Braking,Cornering,Smoothness,Overtaking,Consistency,Adaptability,Fitness,Feedback,Focus,Optimal Zone,Driving Style,Driver Number,Races,Wins,Podiums,Poles,DNFs,DNFs via error,DNS,Career Points,Championships,Form,Experience,Morale,Obedience,Potential,Patience,Chairman Popularity,Fans Popularity,Sponsor Popularity,Skin Colour,Hair,Hair Colour,Glasses,Accessory,Facial Hair,Body Type,Hat,Helmet Style,Helmet Primary Colour,Helmet Secondary Colour,Helmet Tertiary Colour,Marketability,Brake Supplier Preference,Improvement Rate,Peak Duration,Peak Age,Desired Championships,Desired Wins,Desired Earnings,Desired Budget,Stars,Series Preference,Reward ID
Bindo,Giuliani,M,48,Equal,,Italy,07/09/1994,73; 64; 24,-1,0,68,6.67,2018,2016,0,,0,,0,0,14.87,10.72,17.9,14.38,17.02,12.1,3.35,13.9,15.76,0.91,16,,,,,,,,,,,,65,54,81,38,4,,,,4,5,7,0,0,6,0,6,0,0,6,2,88,2,20,3,33,2,1,0,100,3.333333333,Any,
Joe,Norris,M,48,Equal,,UK,11/04/1992,16; 286,-1,0,56,1.22,2018,2016,0,,0,,0,0,8.99,5.17,4.25,12.33,7.28,9.58,9,12.66,4.74,0.46,16,,,,,,,,,,,,89,42,81,39,4,,,,0,2,4,0,0,0,0,7,0,1,5,5,5,2,65,3,30,1,1,0,100,2.055555556,Any,
Leonzio,Fara,M,48,Reserve,,Italy,13/01/1997,46; 65; 165,-1,0,68,0.76,2018,2016,0,,0,,0,0.5,3.57,3.35,4.55,4.95,1.66,6.29,9.54,15.95,5.14,0.49,16,,,,,,,,,,,,41,61,81,45,4,,,,2,5,4,1,0,0,0,12,0,8,3,9,40,2,10,3,29,2,1,0,100,1.527777778,GTSeries; EnduranceSeries,
Cora,Alo,F,49,Equal,,Italy,28/05/1985,320,-1,0,66,2.44,2016,2015,0,,0,,0,0,10.46,11.81,4.13,2.35,3.41,12.52,11.71,16.58,12.03,0.83,16,,,,,,,,,,,,100,60,81,12,4,,,,1,5,6,0,1,6,0,4,0,0,4,2,69,2,42,1,37,2,1,0,100,2.361111111,Any,
Goa,Minzhe,M,49,Equal,,HongKong,10/12/1995,82; 19; 165,1,0,64,3.89,2017,2016,0,,0,,0,0.75,8.11,8.93,15.77,14.98,11.79,8.28,10.09,10.85,9.2,0.57,16,,,,,,,,,,,,52,46,81,5,4,,,,2,5,7,0,0,0,0,2,0,8,10,7,97,2,60,2,26,2,1,0,100,2.722222222,GTSeries,
Eliina,Soininen,F,49,Reserve,,Finland,11/09/1986,38; 56; 164,-1,0,63,4.22,2017,2015,0,,0,,0,0,12.17,4.67,18.11,6.52,2.76,15.08,10.1,16.33,15.26,0.42,16,,,,,,,,,,,,100,67,81,27,4,,,,0,4,4,0,0,4,0,4,0,8,7,0,22,2,30,2,33,2,1,0,100,2.805555556,Any,
Vanessa,Silveira,F,50,Equal,,Spain,19/09/1998,51; 70,-1,0,60,2.33,2016,2015,0,,0,,0,0,9.2,8.45,7.12,4.81,10.98,12.61,7.9,12.3,10.63,0.46,16,,,,,,,,,,,,24,52,81,30,4,,,,0,1,9,0,0,0,0,10,0,3,2,3,19,2,13,1,30,3,2,0,100,2.333333333,Any,
William,Channon,M,50,Equal,,France,18/07/1991,67; 165; 186,-1,0,78,2.44,2017,2015,0,,0,,0,1.5,9.83,7.15,16.8,9.88,12.77,4.44,14.18,8.76,1.19,0.75,16,,,,,,,,,,,,100,48,81,24,4,,,,1,5,7,2,1,0,0,0,0,7,1,10,16,2,45,2,30,2,1,0,100,2.361111111,Any,
Daisy,Parker,F,50,Reserve,,UK,12/11/1988,129; 44,-1,0,61,2.33,2017,2015,0,,0,,0,0,16.38,0.91,1.21,14.63,15.69,4.4,6.05,14.87,9.86,0.86,16,,,,,,,,,,,,100,50,81,0,4,,,,0,5,7,0,0,0,0,10,0,3,9,2,1,2,38,1,32,2,2,0,100,2.333333333,GTSeries; EnduranceSeries,
Hal,Wilson,M,51,Equal,,UK,22/03/1992,73; 69,-1,0,80,1.44,2017,2015,0,,0,,0,0,8.12,12.4,7.3,7.5,8.24,1.9,14.5,12.2,3.8,0.45,98,,,,,,,,,,,,100,67,13,35,3,,,,0,3,2,1,0,1,0,4,0,10,1,1,54,2,110,1,30,2,1,0,100,2.11,Any,
Phillip,Taylor,M,51,Equal,,UnitedStates,02/04/1989,38; 284; 165,-1,0,74,1.33,2016,2015,0,,0,,0,0.15,6.14,6.13,17.23,16.43,6.88,4.45,5.5,3.8,8.45,0.62,98,,,,,,,,,,,,100,57,13,0,3,,,,2,3,4,1,0,1,0,4,0,10,1,1,28,2,90,1,32,2,1,0,100,2.083611111,Any,
Konstantin,Ivanov,M,51,Reserve,,RussianFederation,03/05/1987,4; 290,-1,0,67,0.42,2016,2015,0,,0,,0,0,4.12,4.35,1.68,1.85,1.08,2.06,3.93,6.26,3.67,0.84,98,,,,,,,,,,,,100,42,13,10,3,,,,1,2,6,0,0,1,0,4,0,10,1,1,45,2,90,1,31,2,2,0,100,0.805555556,Any,
Victor,Cazacu,M,52,One,1,Romania,05/09/1984,4; 165,-1,0,67,4.93,2016,2015,0,,0,,0,0.25,18.65,8.86,18.47,16.7,14.48,18.26,19.75,7.89,19.94,0.71,16,,,,,,,,,,,,100,56,81,0,2,,,,2,2,1,0,0,0,0,8,0,4,7,0,90,2,10,4,26,1,1,0,100,3.972222222,SingleSeaterSeries; EnduranceSeries,
Lucy,Lavoie,F,52,One,1,Canada,06/09/1993,49; 120; 291,1,0,59,7.08,2018,2015,0.2,1,0.2,1,0,0,19.01,17.24,19.4,17.9,19.61,14.74,18.28,14.18,18.64,0.47,16,,,,,,,,,,,,100,100,81,24,2,,,,2,2,6,0,0,0,0,12,0,4,9,8,50,2,78,3,28,2,1,0,100,4.416666667,EnduranceSeries,
Millie,Davis,F,52,Equal,1,Canada,21/10/1995,234; 32,-1,0,60,2,2016,2015,0,,0,,0,0,11.8,17.37,16.3,6.5,8.81,8.11,12.57,1.88,15.66,0.43,16,,,,,,,,,,,,100,59,81,22,4,,,,1,1,0,0,0,0,0,6,0,4,9,9,89,2,26,3,30,1,2,0,100,2.75,Any,
Roger,Taylor,M,52,Equal,2,NewZealand,12/06/1995,15,-1,0,62,3.71,2017,2015,0,,0,,0,0,11.7,9.45,9.2,14.6,17.53,14.27,12.54,16.89,19.2,0.53,16,,,,,,,,,,,,100,43,81,34,2,,,,1,7,8,1,0,8,0,6,0,4,9,9,89,2,26,3,30,2,2,0,100,3.482777778,EnduranceSeries,
Dirk,Lehmann,M,52,Two,2,Germany,14/03/1988,42; 279,-1,0,65,3.62,2016,2015,0,,0,,0,0,13.8,18.8,17.3,19.5,17.81,14.11,7.57,5.88,9.4,0.4,16,,,,,,,,,,,,100,46,81,0,2,,,,0,5,0,0,0,5,0,6,0,4,9,9,89,2,26,3,33,1,1,0,100,3.449166667,EnduranceSeries,
Bruce,Mayer,M,52,Two,2,Australia,27/08/1979,2; 33,-1,0,57,3.05,2016,2015,0,,0,,0,0,8.8,12.7,11.5,14.5,9.81,17.11,14.57,16.32,10.66,0.45,16,,,,,,,,,,,,100,57,81,10,3,,,,1,4,9,0,0,1,0,6,0,4,9,9,89,2,26,3,33,1,2,0,100,3.221388889,SingleSeaterSeries; EnduranceSeries,
Olga,Makarova,F,53,Equal,1,RussianFederation,02/10/1996,40; 24; 6; 54,-1,0,67,3.33,2018,2015,0,,0,,0,0,15.58,13.74,5.42,13.93,14.08,14.01,18.49,10.06,14.69,0.92,16,,,,,,,,,,,,83,57,81,52,4,,,,0,4,0,0,0,7,0,12,0,2,9,1,64,2,35,6,29,2,1,0,100,3.333333333,Any,
Abasin,Dhillon,M,53,One,1,Pakistan,11/03/1988,63,-1,0,62,5.69,2017,2015,0.1,3,0.1,3,0,0,17.07,14.82,19.54,9.53,16.15,17.04,18.48,16.87,19.5,0.46,16,,,,,,,,,,,,100,35,81,0,3,,,,3,7,3,1,0,7,0,6,0,10,10,3,46,2,20,1,30,3,1,0,100,4.138888889,EnduranceSeries,
Genki,Kawashima,M,53,One,1,Japan,03/05/1986,262; 291; 313,-1,0,59,4.7,2017,2015,0.1,1,0.1,1,0,0,18.07,17.82,16.54,19.51,8.75,16.04,17.63,14.96,10.43,0.93,16,,,,,,,,,,,,100,64,81,0,2,,,,3,3,9,0,0,0,0,6,0,10,10,3,46,2,20,1,30,3,1,0,100,3.881944444,Any,
Kiyoshi,Hiraoka,F,53,Two,2,Japan,11/01/1985,41; 52,-1,0,55,2.25,2016,2015,0,,0,,0,0,12.01,15.52,10.87,17.96,5.37,10.77,14.61,9.32,7.14,0.67,16,,,,,,,,,,,,100,55,81,10,3,,,,2,1,9,0,0,0,0,13,0,6,8,8,78,2,20,3,29,2,2,0,100,2.876944444,Any,
David,Arnet,M,53,Two,2,Switzerland,31/10/1988,42; 287,-1,0,57,2.96,2016,2015,0,,0,,0,0,14.13,9.9,17.53,12.39,14.26,12.4,8.61,12.32,13.14,0.4,16,,,,,,,,,,,,100,62,81,15,3,,,,0,5,7,0,0,1,0,13,0,6,8,8,78,2,20,2,29,2,2,0,100,3.185555556,SingleSeaterSeries; EnduranceSeries,
Kathrina,Gruber,F,53,Two,2,Austria,15/02/1978,26; 284,-1,0,57,3.3,2016,2015,0,,0,,0,0,16.11,17.5,19.2,8.8,12.4,8.8,12.61,20,4.14,0.6,16,,,,,,,,,,,,100,45,81,5,4,,,,1,3,6,0,0,0,0,13,0,6,8,8,78,2,20,3,34,2,2,0,100,3.321111111,EnduranceSeries,
Diana,Bovino,F,54,Equal,1,Italy,19/08/1984,45; 52,-1,0,62,3.79,2016,2015,0,,0,,0,0,17.46,17.32,8.59,16,8.57,14.8,16.3,10.4,17.15,0.74,16,,,,,,,,,,,,100,47,81,25,4,,,,5,3,7,0,0,0,0,4,0,4,5,5,36,2,40,2,29,2,1,0,100,3.516388889,Any,
Oddvar,Wigdahl,M,54,One,1,Norway,02/10/1992,130; 53,-1,0,63,5.14,2017,2015,0.1,2,0.1,2,0,0,16.64,19.02,7.95,14.5,16.99,19.64,15.41,16.5,18.35,0.4,16,,,,,,,,,,,,100,63,81,8,2,,,,0,5,1,0,0,0,0,4,0,7,0,6,45,2,45,3,33,1,3,0,100,4.027777778,EnduranceSeries,
Zoja,Udris,F,54,Equal,1,Latvia,14/11/1992,66; 55,1,0,56,4.24,2016,2015,0,,0,,0,0,14.66,16.52,8.21,14.18,15.22,17.92,17.03,11.94,17.32,0.92,16,,,,,,,,,,,,100,35,81,30,2,,,,1,1,2,0,0,0,0,11,0,1,1,6,42,2,34,3,29,2,1,0,100,3.694444444,Any,
Oliver,Möller,M,54,Equal,2,Germany,14/02/1997,289,-1,0,63,2.51,2017,2015,0,,0,,0,0,13.8,14.8,10.3,12.5,12.81,16.11,14.57,8.88,4.4,0.7,16,,,,,,,,,,,,72,54,81,32,4,,,,3,3,11,0,0,5,0,6,0,4,9,9,89,2,70,1,29,1,1,0,100,3.004722222,Any,
Linda,Lorenz,F,54,Equal,2,Germany,01/03/1998,297; 263,-1,0,57,4.01,2017,2015,0,,0,,0,0,19.8,7.8,8.3,13.5,15.81,17.11,15.2,14.88,17.4,0.42,16,,,,,,,,,,,,40,55,81,35,2,,,,1,3,6,0,0,7,0,6,0,4,9,9,89,2,65,1,33,1,1,0,100,3.605555556,Any,
Pauline,Ballack,F,54,Two,2,Austria,06/02/1995,286,-1,0,60,0.82,2016,2015,0,,0,,0,0,5.9,4.9,12.1,11.5,12.81,12.11,6.2,4.88,7.4,0.73,16,,,,,,,,,,,,100,30,81,43,3,,,,5,0,10,1,0,0,0,6,0,4,9,9,89,2,160,2,30,1,1,0,100,2.161111111,EnduranceSeries; GTSeries,
Iris,Sundin,F,55,One,1,Sweden,05/10/1987,129; 41,-1,0,70,5.13,2018,2015,0.06,3,0.06,3,0,0,14.71,15.61,15.29,13.69,15.52,19.8,15.25,16.9,18.19,0.93,16,,,,,,,,,,,,100,48,81,20,3,,,,2,4,2,0,0,0,0,9,0,6,2,10,77,2,49,3,32,2,1,0,100,4.026666667,SingleSeaterSeries; EnduranceSeries,
So,Jung,M,55,Equal,1,SouthKorea,07/04/1982,15; 80,-1,0,64,4.38,2016,2015,0,,0,,0,0,11.42,14.76,9.62,19.59,19.49,12.47,11.66,18.23,17.76,0.85,16,,,,,,,,,,,,100,62,81,10,3,,,,1,5,7,0,0,0,0,14,0,3,6,7,62,2,48,2,33,1,1,0,100,3.75,Any,
Tsoi,Xiaojing,F,55,Equal,1,HongKong,25/04/1994,59; 291,-1,0,67,3.13,2018,2015,0,,0,,0,0,8.43,9.06,9.39,18.08,17.76,9.79,15.98,12.7,15.81,0.73,16,,,,,,,,,,,,100,48,81,36,2,,,,0,5,9,4,0,0,0,6,0,7,4,0,51,2,39,1,28,2,2,0,100,3.25,Any,
Paul,Tolisso,M,55,Equal,2,France,08/01/1994,165,-1,0,64,1.99,2016,2015,0,,0,,0,5.5,7.9,9.9,8.1,6.5,15.81,11.11,16.2,6.88,16.4,0.84,16,,,,,,,,,,,,100,41,81,43,2,,,,1,1,0,0,0,0,0,6,0,4,9,9,89,2,36,3,33,1,1,0,100,2.744444444,Any,
Patryk,Dronia,M,55,Equal,2,Poland,14/12/1993,290,-1,0,64,2.21,2017,2015,0,,0,,0,0,4.7,11.4,6.78,8.25,12.66,11.11,18.2,12.5,17.25,0.58,16,,,,,,,,,,,,100,44,81,35,2,,,,2,6,5,0,0,3,0,6,0,4,9,9,89,2,26,1,30,1,1,0,100,2.856944444,Any,
Mathilde,Noir,F,55,Equal,2,France,17/09/1996,313,-1,0,66,3.32,2016,2015,0,,0,,0,0.5,12.2,12,17.4,14.9,13.8,15.8,16.4,7.2,10.1,0.79,16,,,,,,,,,,,,84,80,81,30,2,,,,2,5,3,1,0,0,0,7,0,3,4,7,43,2,36,3,29,1,1,0,100,3.327777778,Any,
Chun,Ae,F,56,Equal,1,SouthKorea,02/11/1994,80; 287,-1,0,56,0.78,2016,2015,0,,0,,0,0,7.43,2.06,10.39,15.08,7.76,1.9,5,12.7,14.81,0.55,16,,,,,,,,,,,,100,37,81,45,3,,,,0,4,2,2,0,0,0,6,0,7,4,0,44,2,58,1,30,1,3,0,100,2.1425,Any,
Renée,Côté,F,56,Equal,1,Canada,02/01/1996,8,-1,0,64,1.61,2017,2015,0,,0,,0,5.25,2.9,1.73,19.12,14.56,5.19,13.29,13.16,11.94,10.11,0.48,16,,,,,,,,,,,,100,38,81,50,4,,,,1,1,8,0,0,0,0,10,0,6,6,6,11,2,35,3,28,2,1,0,100,2.555555556,SingleSeaterSeries; EnduranceSeries,
Carlos,Pinho,M,56,Equal,1,Brazil,18/11/1988,54; 232; 290,-1,0,60,2.99,2017,2015,0,,0,,0,0,9.93,12.19,9.85,17.55,15.74,9.47,17.43,10.29,12.55,0.92,16,,,,,,,,,,,,100,36,81,17,2,,,,2,6,9,0,0,0,0,15,0,8,0,10,45,2,30,4,27,1,1,0,100,3.194444444,Any,
Jente,Vancluysen,M,56,Equal,2,Belgium,03/05/1996,33; 50; 52,-1,0,69,3.77,2018,2015,0,,0,,0,0,8.88,11.67,14.63,9.78,14.47,17.54,19.1,12.6,17.63,0.84,16,,,,,,,,,,,,95,57,81,28,4,,,,1,3,2,0,0,7,0,9,0,8,0,10,23,2,41,3,28,1,1,0,100,3.508333333,EnduranceSeries,
Jesus,Teixeira,M,56,Equal,2,Mexico,25/08/1984,88; 165; 278,-1,0,56,2.68,2016,2015,0,,0,,0,0,13.9,13.65,8.7,15.36,8.95,10.35,9.8,18.6,11.23,0.77,16,,,,,,,,,,,,100,62,81,17,3,,,,3,6,9,1,0,7,0,15,0,8,0,10,95,2,30,1,32,1,1,0,100,3.070555556,Any,
Brigitte,Gaubert,F,56,Equal,2,France,17/03/1998,36; 42,-1,0,59,3.19,2017,2015,0,,0,,0,0,10.18,10.86,14.8,11.23,11.75,15.32,17.32,12.4,14.03,0.65,16,,,,,,,,,,,,39,63,81,45,2,,,,1,3,6,0,0,0,0,9,0,8,0,10,43,2,62,5,27,1,1,0,100,3.274722222,Any,
Raquel,Peres,F,57,Equal,1,Brazil,15/05/1992,17; 22; 231,-1,0,70,4.44,2017,2015,0,,0,,0,0,19.63,15.07,11.43,19.05,9.72,16.96,12.32,17.21,14.61,0.87,16,,,,,,,,,,,,100,52,81,15,4,,,,1,6,8,1,0,0,0,14,0,2,7,0,5,2,30,1,31,2,3,0,100,3.777777778,Any,
Ivone,Fonseca,F,57,Equal,1,Brazil,30/11/1990,18; 47; 231,-1,0,62,3.75,2017,2015,0,,0,,0,0,17.14,12.82,9.47,17.85,8.37,13.76,15.62,14.28,16.69,0.41,16,,,,,,,,,,,,100,58,81,24,2,,,,4,5,8,1,0,0,0,5,0,2,0,3,66,2,20,3,30,2,1,0,100,3.5,Any,
Ling,Dèng,M,57,Equal,1,China,18/04/1995,41,-1,0,63,3.19,2017,2015,0,,0,,0,0,16.93,16.49,4.85,15.61,13.17,12.13,11.96,12.97,13.89,0.73,16,,,,,,,,,,,,100,45,81,26,2,,,,3,3,6,0,0,0,0,12,0,9,8,1,41,2,68,1,27,2,1,0,100,3.277777778,Any,
Logan,Richards,M,57,Equal,2,UK,23/11/1976,31; 54,-1,0,67,3.25,2016,2015,0,,0,,0,0,18.56,19.01,14.3,18.12,8.2,10.36,8.33,11.85,10.01,0.43,16,,,,,,,,,,,,100,58,81,5,4,,,,1,6,0,1,0,0,0,10,0,6,6,6,43,2,35,2,29,2,1,0,100,3.298333333,Any,
Blake,Edwards,M,57,Equal,2,UK,21/02/1975,34; 45,-1,0,55,4.03,2016,2015,0,,0,,0,0,15.8,14.75,15.33,14.62,14.63,13.89,12.05,15.36,13.65,0.55,16,,,,,,,,,,,,100,47,81,5,3,,,,1,2,0,1,0,0,0,10,0,6,6,6,40,2,35,3,29,2,1,0,100,3.613333333,Any,
Brad,Walker,M,57,Equal,2,Canada,29/10/1998,77; 83; 65,-1,0,66,2.52,2016,2015,0,,0,,0,0,12.72,11.62,10.21,12.93,13.66,11.13,16.36,9.89,9.8,0.47,16,,,,,,,,,,,,21,41,81,32,2,,,,1,4,3,0,0,0,0,11,0,6,3,1,35,2,68,1,28,2,1,0,100,3.008888889,Any,
Janko,Kujović,M,58,One,1,Montenegro,04/01/1992,66,-1,0,70,4.04,2018,2015,0.06,1,0.06,1,0,0,16,14.85,14.22,18.45,8.96,9.18,17.4,12.52,18.62,0.4,16,,,,,,,,,,,,100,43,81,26,4,,,,5,3,7,0,0,3,0,11,0,8,4,0,35,2,40,3,29,1,1,0,100,3.616666667,Any,
Pepita,Gaspar,F,58,Equal,1,Mexico,16/02/1990,40; 14; 229,-1,0,64,3.13,2016,2014,0,,0,,0,0,9.38,2.36,15.15,12.53,12.71,13.01,16.76,17.15,17.95,0.77,16,,,,,,,,,,,,100,44,81,0,2,,,,2,4,7,0,0,0,0,16,0,0,3,4,46,2,60,1,30,2,2,0,100,3.25,EnduranceSeries,
Elisa,Kahl,F,58,Equal,1,Austria,25/09/1998,36; 81,-1,0,70,3.61,2017,2015,0,,0,,0,0,10.19,12.08,17.82,8.41,19.27,15.04,8.79,17.52,14.88,0.8,16,,,,,,,,,,,,23,52,81,0,4,,,,1,4,8,1,0,8,0,16,0,8,1,1,58,2,95,1,28,2,2,0,100,3.444444444,Any,
Remo,Zuber,M,58,Equal,2,Switzerland,05/02/1994,233; 262,-1,0,68,2.46,2018,2015,0,,0,,0,0,12.77,11.58,10.4,9.88,7.45,15.85,14.12,14.56,10.7,0.79,16,,,,,,,,,,,,100,56,81,32,2,,,,5,6,7,0,0,0,0,11,0,8,4,0,10,2,40,3,29,1,1,0,100,2.980833333,Any,
Callie,McCabe,F,58,Equal,2,Ireland,02/01/1991,8,-1,0,63,1.17,2018,2015,0,,0,,0,0,7.45,10.4,9.22,10,11.44,6.41,10.42,5.88,12.78,0.76,16,,,,,,,,,,,,100,45,81,12,2,,,,1,2,0,0,0,0,0,11,0,8,4,0,69,2,40,3,29,1,1,0,100,2.333333333,Any,
Rolf,Richter,M,58,Equal,2,Germany,10/05/1980,66; 126,-1,0,61,3.88,2016,2015,0,,0,,0,1.25,14.45,17.8,6.56,19.5,13.45,8.8,12.45,15.1,19.8,0.45,16,,,,,,,,,,,,100,46,81,12,2,,,,0,5,1,0,0,6,0,11,0,8,4,0,18,2,40,3,34,1,1,0,100,3.553055556,Any,
Mei,Hu,F,59,Equal,1,China,10/02/1998,1;207,-1,0,57,3.82,2018,2015,0,,0,,0,0,8.91,14.21,18.91,4.3,16.79,12.44,17.26,15.62,18.56,0.44,16,,,,,,,,,,,,42,44,81,23,4,,,,2,4,6,1,0,0,0,16,0,5,6,5,84,2,12,1,31,3,3,0,100,3.527777778,Any,
Valburga,Kumar,F,59,One,1,Slovenia,06/12/1987,34,1,0,62,2.99,2017,2015,0,,0,,0,0,11.89,12.94,18.06,6.05,18.28,11.26,12.15,9.64,14.73,0.61,16,,,,,,,,,,,,100,52,81,0,4,,,,0,6,2,0,0,0,0,4,0,8,3,7,14,2,34,2,33,2,4,0,100,3.194444444,Any,
Cyril,Boissieu,M,59,Equal,1,France,09/05/1998,42; 49; 165,-1,0,55,2.57,2017,2015,0,,0,,0,8.9,11.54,12.01,15.43,6.77,17.35,12.04,5.94,14.69,13.23,0.46,16,,,,,,,,,,,,35,61,81,35,4,,,,0,6,3,0,0,0,0,0,0,5,8,7,65,2,8,3,32,2,2,0,100,3.027777778,EnduranceSeries,
Gao,Hanwen,M,59,Equal,2,China,15/11/1989,204; 297,-1,0,59,3.39,2017,2015,0,,0,,0,0,17.56,12.45,14.56,12.33,8.56,7.22,19.5,10.45,18.24,0.4,16,,,,,,,,,,,,100,38,81,23,4,,,,0,5,7,0,0,6,0,16,0,5,6,5,67,2,12,1,31,3,3,0,100,3.3575,Any,
Yasir,Fandi,M,59,Equal,2,Singapore,02/05/1990,165,-1,0,67,2.02,2016,2015,0,,0,,0,2.65,8.25,4.55,12.69,17.56,8.25,10.56,9.88,12.45,15.23,0.63,16,,,,,,,,,,,,100,44,81,23,4,,,,3,3,2,0,0,5,0,16,0,5,6,5,45,2,12,1,31,3,3,0,100,2.761666667,Any,
April,Fawcett,F,59,Equal,2,UnitedStates,19/07/1994,165; 51,-1,0,56,1.34,2016,2015,0,,0,,0,1.5,9.56,10.45,11.55,14.85,9.45,8.44,11.1,2.14,9.65,0.7,16,,,,,,,,,,,,100,39,81,68,4,,,,3,6,7,0,0,2,0,16,0,5,6,5,45,2,12,1,31,3,3,0,100,2.421944444,EnduranceSeries,
Elena,Fedorova,F,60,Equal,1,RussianFederation,05/07/1992,234,-1,0,56,1.98,2017,2015,0,,0,,0,0,12.55,13.8,10.5,6.55,9.88,10.85,17.58,5.88,10.98,0.66,48,,,,,,,,,,,,100,48,5,25,3,,,,0,2,8,0,0,11,0,9,0,10,9,10,43,4,60,3,31,3,2,0,100,2.738055556,Any,
Peter,Wild,M,60,Equal,1,UK,03/02/1993,12; 2,-1,0,56,0.68,2016,2015,0,,0,,0,0,4.37,3.8,14.23,8.59,5.3,9.26,3.76,12.08,13.93,0.91,48,,,,,,,,,,,,100,40,5,25,2,,,,2,1,4,0,0,5,0,9,0,10,9,10,43,4,60,3,31,3,2,0,100,2.092222222,Any,
Akhmet,Dauletev,M,60,Equal,1,Kazakhstan,03/12/1998,66; 70,-1,0,69,2.71,2017,2015,0,,0,,0,0,13.5,11.84,15.92,10.02,9.16,10.91,14.79,9.72,15.14,0.85,16,,,,,,,,,,,,18,52,81,22,4,,,,1,1,5,0,0,0,0,1,0,1,2,9,40,2,30,3,35,2,1,0,100,3.083333333,EnduranceSeries,
Yuri,Sadyrin,M,60,Two,2,RussianFederation,05/07/1987,165,-1,0,68,2.43,2017,2015,0,,0,,0,1,14.58,12.98,18.2,8.45,5.88,4.89,16.55,10.54,14.75,0.55,48,,,,,,,,,,,,100,57,5,10,2,,,,0,2,2,0,0,8,0,9,0,10,9,10,87,4,60,3,34,3,2,0,100,2.967222222,EnduranceSeries,
Ren,Zhizhao,M,60,Equal,2,China,01/06/1988,287,-1,0,64,2.2,2016,2015,0,,0,,0,0,11.5,10.25,12.84,8.99,6.58,18.88,12.58,9.25,11.77,0.48,48,,,,,,,,,,,,100,64,5,0,3,,,,5,6,9,0,0,0,0,9,0,10,9,10,42,4,60,3,34,3,2,0,100,2.851111111,Any,
Arianna,Piccolo,F,60,Two,2,Italy,29/09/1993,118; 48,-1,0,65,0.45,2016,2015,0,,0,,0,0,7.59,6.45,7.85,3.58,1,10.85,17.33,7.23,3,0.72,48,,,,,,,,,,,,100,47,5,25,4,,,,1,3,9,0,0,0,0,10,0,5,7,2,25,4,45,1,32,3,2,0,100,1.802222222,Any,
Semi,Yong,F,61,Equal,1,SouthKorea,02/01/1996,287; 286,-1,0,63,1.2,2018,2015,0,,0,,0,0,7,1,15.92,8.02,6.16,10.91,14.79,9.72,11.14,0.41,16,,,,,,,,,,,,100,62,81,60,4,,,,1,1,5,0,0,0,0,1,0,1,2,9,40,2,45,3,35,2,1,0,100,2.351666667,Any,
Bubba,Jones,M,61,One,1,UnitedStates,25/12/1989,121; 22; 278,-1,0,67,3.31,2016,2015,0.04,3,0.04,3,0,0,8.61,14.71,17.3,19.8,10.28,14.35,18.61,10.81,5.18,0.4,16,,,,,,,,,,,,100,40,81,0,4,,,,0,4,9,1,0,11,0,5,0,9,10,1,53,2,22,2,33,2,2,0,100,3.323611111,SingleSeaterSeries; EnduranceSeries,
Su-ran,Kim,F,61,Equal,1,SouthKorea,15/11/1998,271,-1,0,68,0.85,2018,2015,0,,0,,0,0,4.56,4.8,10.4,9.45,11.5,8.38,8.64,6.26,14.3,0.85,16,,,,,,,,,,,,19,51,81,45,2,,,,2,3,8,0,0,0,0,5,0,3,2,9,52,2,30,2,31,3,5,0,100,2.174722222,Any,
Rolf,Lindroth,M,61,Equal,2,Sweden,18/03/1997,46; 49; 293,-1,0,61,2.57,2016,2015,0,,0,,0,2,6,8.01,16.56,7.95,15.86,14.38,15.64,14.26,10.34,0.41,16,,,,,,,,,,,,69,56,81,28,4,,,,2,3,8,0,0,0,0,5,0,3,2,9,68,2,30,2,31,3,5,0,100,3.027777778,Any,
Shin-wook,Kwon,M,61,Equal,2,SouthKorea,04/06/1994,1; 55,-1,0,67,2.2,2018,2015,0,,0,,0,0,14.15,4.5,12.45,10.02,9.16,7.5,20,9.72,15.14,0.72,16,,,,,,,,,,,,100,47,81,12,2,,,,2,5,5,0,0,0,0,1,0,1,2,9,40,2,30,3,35,2,1,0,100,2.851111111,Any,
Ji-sung,Lee,M,61,Equal,2,SouthKorea,12/10/1995,165; 16,-1,0,61,1.91,2018,2015,0,,0,,0,2,6.85,18.4,5.89,12.4,2.8,6.4,14.8,11.4,18.4,0.7,16,,,,,,,,,,,,100,48,81,18,2,,,,2,3,9,1,0,0,0,1,0,1,2,9,40,2,30,3,35,2,1,0,100,2.703888889,Any,
Zoi,Zerva,F,62,Equal,1,Cyprus,11/01/1997,36; 56,-1,0,61,2.57,2017,2015,0,,0,,0,0,11.89,11.55,9.64,9.35,13.87,15.87,11.34,14.22,11.27,0.53,16,,,,,,,,,,,,74,62,81,22,4,,,,1,2,2,0,0,6,0,6,0,9,3,6,63,2,25,1,26,2,3,0,100,3.027777778,Any,
